IPAD_DB_ID,Name,Targeting-protein,Research models,Ref. Link,Molecular Formula,Molecular Weight,IUPAC Name,InChI,InChI Key,Canonical SMILES,,,,
D00718,"3,4,7,8-tetramethyl-1,10-phenanthroline",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C16H16N2,236.31,"3,4,7,8-tetramethyl-1,10-phenanthroline","InChI=1S/C16H16N2/c1-9-7-17-15-13(11(9)3)5-6-14-12(4)10(2)8-18-16(14)15/h5-8H,1-4H3",NPAXPTHCUCUHPT-UHFFFAOYSA-N,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,,,,
D00719,"3,4,7,8-tetramethyl-1,10-phenanthroline",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C16H16N2,236.31,"3,4,7,8-tetramethyl-1,10-phenanthroline","InChI=1S/C16H16N2/c1-9-7-17-15-13(11(9)3)5-6-14-12(4)10(2)8-18-16(14)15/h5-8H,1-4H3",NPAXPTHCUCUHPT-UHFFFAOYSA-N,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,,,,
D00720,"3,4,7,8-tetramethyl-1,10-phenanthroline",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C16H16N2,236.31,"3,4,7,8-tetramethyl-1,10-phenanthroline","InChI=1S/C16H16N2/c1-9-7-17-15-13(11(9)3)5-6-14-12(4)10(2)8-18-16(14)15/h5-8H,1-4H3",NPAXPTHCUCUHPT-UHFFFAOYSA-N,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,,,,
D00721,"3,4,7,8-tetramethyl-1,10-phenanthroline",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C16H16N2,236.31,"3,4,7,8-tetramethyl-1,10-phenanthroline","InChI=1S/C16H16N2/c1-9-7-17-15-13(11(9)3)5-6-14-12(4)10(2)8-18-16(14)15/h5-8H,1-4H3",NPAXPTHCUCUHPT-UHFFFAOYSA-N,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,,,,
D00722,"3,4,7,8-tetramethyl-1,10-phenanthroline",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C16H16N2,236.31,"3,4,7,8-tetramethyl-1,10-phenanthroline","InChI=1S/C16H16N2/c1-9-7-17-15-13(11(9)3)5-6-14-12(4)10(2)8-18-16(14)15/h5-8H,1-4H3",NPAXPTHCUCUHPT-UHFFFAOYSA-N,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,,,,
D00723,"3,4,7,8-tetramethyl-1,10-phenanthroline",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C16H16N2,236.31,"3,4,7,8-tetramethyl-1,10-phenanthroline","InChI=1S/C16H16N2/c1-9-7-17-15-13(11(9)3)5-6-14-12(4)10(2)8-18-16(14)15/h5-8H,1-4H3",NPAXPTHCUCUHPT-UHFFFAOYSA-N,CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,,,,
D00724,"3,4-Dihydroxyphenylacetic Acid",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/21075085/,C8H8O4,168.15,"2-(3,4-dihydroxyphenyl)acetic acid","InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",CFFZDZCDUFSOFZ-UHFFFAOYSA-N,C1=CC(=C(C=C1CC(=O)O)O)O,,,,
D00725,"3,4-Dihydroxyphenylacetic Acid",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/7816197/,C8H8O4,168.15,"2-(3,4-dihydroxyphenyl)acetic acid","InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",CFFZDZCDUFSOFZ-UHFFFAOYSA-N,C1=CC(=C(C=C1CC(=O)O)O)O,,,,
D00726,"3,4-methylenedioxyamphetamine",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/21075085/,C10H13NO2,179.22,"1-(1,3-benzodioxol-5-yl)propan-2-amine","InChI=1S/C10H13NO2/c1-7(11)4-8-2-3-9-10(5-8)13-6-12-9/h2-3,5,7H,4,6,11H2,1H3",NGBBVGZWCFBOGO-UHFFFAOYSA-N,CC(CC1=CC2=C(C=C1)OCO2)N,,,,
D00727,"3,4-methylenedioxyamphetamine",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/7816197/,C10H13NO2,179.22,"1-(1,3-benzodioxol-5-yl)propan-2-amine","InChI=1S/C10H13NO2/c1-7(11)4-8-2-3-9-10(5-8)13-6-12-9/h2-3,5,7H,4,6,11H2,1H3",NGBBVGZWCFBOGO-UHFFFAOYSA-N,CC(CC1=CC2=C(C=C1)OCO2)N,,,,
D00728,"3,5,6-trichloro-2-pyridinol",Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/22944069/,C5H2Cl3NO,198.43,"3,5,6-trichloro-1H-pyridin-2-one","InChI=1S/C5H2Cl3NO/c6-2-1-3(7)5(10)9-4(2)8/h1H,(H,9,10)",WCYYAQFQZQEUEN-UHFFFAOYSA-N,C1=C(C(=O)NC(=C1Cl)Cl)Cl,,,,
D00729,"3,5,6-trichloro-2-pyridinol",Butyrylcholinesterase (BChE),-,https://pubmed.ncbi.nlm.nih.gov/23022600/,C5H2Cl3NO,198.43,"3,5,6-trichloro-1H-pyridin-2-one","InChI=1S/C5H2Cl3NO/c6-2-1-3(7)5(10)9-4(2)8/h1H,(H,9,10)",WCYYAQFQZQEUEN-UHFFFAOYSA-N,C1=C(C(=O)NC(=C1Cl)Cl)Cl,,,,
D00730,"3,5,6-trichloro-2-pyridinol",Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/23047022/,C5H2Cl3NO,198.43,"3,5,6-trichloro-1H-pyridin-2-one","InChI=1S/C5H2Cl3NO/c6-2-1-3(7)5(10)9-4(2)8/h1H,(H,9,10)",WCYYAQFQZQEUEN-UHFFFAOYSA-N,C1=C(C(=O)NC(=C1Cl)Cl)Cl,,,,
D00731,"3,5-diethoxycarbonyl-1,4-dihydrocollidine",Tau protein,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C14H21NO4,267.32,"diethyl 2,4,6-trimethyl-1,4-dihydropyridine-3,5-dicarboxylate","InChI=1S/C14H21NO4/c1-6-18-13(16)11-8(3)12(14(17)19-7-2)10(5)15-9(11)4/h8,15H,6-7H2,1-5H3",CDVAIHNNWWJFJW-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=C(C1C)C(=O)OCC)C)C,,,,
D00732,"3-benzyl-7-(2-benzoxazolyl)thio-1,2,3-triazolo(4,5-d)pyrimidine",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,,,,,,,,,,
D00733,"3-benzyl-7-(2-benzoxazolyl)thio-1,2,3-triazolo(4,5-d)pyrimidine",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,,,,,,,,,,
D00734,"3-benzyl-7-(2-benzoxazolyl)thio-1,2,3-triazolo(4,5-d)pyrimidine",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,,,,,,,,,,
D00735,"3-benzyl-7-(2-benzoxazolyl)thio-1,2,3-triazolo(4,5-d)pyrimidine",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,,,,,,,,,,
D00736,"3-benzyl-7-(2-benzoxazolyl)thio-1,2,3-triazolo(4,5-d)pyrimidine",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,,,,,,,,,,
D00737,"3-benzyl-7-(2-benzoxazolyl)thio-1,2,3-triazolo(4,5-d)pyrimidine",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,,,,,,,,,,
D00738,"3-benzyl-7-(2-benzoxazolyl)thio-1,2,3-triazolo(4,5-d)pyrimidine",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,,,,,,,,,,
D00739,"3-benzyl-7-(2-benzoxazolyl)thio-1,2,3-triazolo(4,5-d)pyrimidine",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,,,,,,,,,,
D00740,"3-benzyl-7-(2-benzoxazolyl)thio-1,2,3-triazolo(4,5-d)pyrimidine",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,,,,,,,,,,
D00741,"3-benzyl-7-(2-benzoxazolyl)thio-1,2,3-triazolo(4,5-d)pyrimidine",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,,,,,,,,,,
D00742,"3-benzyl-7-(2-benzoxazolyl)thio-1,2,3-triazolo(4,5-d)pyrimidine",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,,,,,,,,,,
D00743,3-bromopropylamine,MAOB,-,https://pubmed.ncbi.nlm.nih.gov/21075085/,C3H8BrN,138.01,3-bromopropan-1-amine,"InChI=1S/C3H8BrN/c4-2-1-3-5/h1-3,5H2",ZTGQZSKPSJUEBU-UHFFFAOYSA-N,C(CN)CBr,,,,
D00744,3-bromopropylamine,MAOB,-,https://pubmed.ncbi.nlm.nih.gov/7816197/,C3H8BrN,138.01,3-bromopropan-1-amine,"InChI=1S/C3H8BrN/c4-2-1-3-5/h1-3,5H2",ZTGQZSKPSJUEBU-UHFFFAOYSA-N,C(CN)CBr,,,,
D00745,3-buten-2-one,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,C4H6O,70.09,but-3-en-2-one,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",FUSUHKVFWTUUBE-UHFFFAOYSA-N,CC(=O)C=C,,,,
D00746,3-buten-2-one,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C4H6O,70.09,but-3-en-2-one,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",FUSUHKVFWTUUBE-UHFFFAOYSA-N,CC(=O)C=C,,,,
D00747,3-buten-2-one,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C4H6O,70.09,but-3-en-2-one,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",FUSUHKVFWTUUBE-UHFFFAOYSA-N,CC(=O)C=C,,,,
D00748,3-buten-2-one,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C4H6O,70.09,but-3-en-2-one,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",FUSUHKVFWTUUBE-UHFFFAOYSA-N,CC(=O)C=C,,,,
D00749,3-buten-2-one,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C4H6O,70.09,but-3-en-2-one,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",FUSUHKVFWTUUBE-UHFFFAOYSA-N,CC(=O)C=C,,,,
D00750,3-buten-2-one,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C4H6O,70.09,but-3-en-2-one,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",FUSUHKVFWTUUBE-UHFFFAOYSA-N,CC(=O)C=C,,,,
D00751,3-buten-2-one,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C4H6O,70.09,but-3-en-2-one,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",FUSUHKVFWTUUBE-UHFFFAOYSA-N,CC(=O)C=C,,,,
D00752,3-buten-2-one,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C4H6O,70.09,but-3-en-2-one,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",FUSUHKVFWTUUBE-UHFFFAOYSA-N,CC(=O)C=C,,,,
D00753,3-buten-2-one,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C4H6O,70.09,but-3-en-2-one,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",FUSUHKVFWTUUBE-UHFFFAOYSA-N,CC(=O)C=C,,,,
D00754,3-buten-2-one,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C4H6O,70.09,but-3-en-2-one,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",FUSUHKVFWTUUBE-UHFFFAOYSA-N,CC(=O)C=C,,,,
D00755,3-buten-2-one,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C4H6O,70.09,but-3-en-2-one,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",FUSUHKVFWTUUBE-UHFFFAOYSA-N,CC(=O)C=C,,,,
D00756,3-iodo-2-propynylbutylcarbamate,Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/22944069/,C8H12INO2,281.09,3-iodoprop-2-ynyl N-butylcarbamate,"InChI=1S/C8H12INO2/c1-2-3-6-10-8(11)12-7-4-5-9/h2-3,6-7H2,1H3,(H,10,11)",WYVVKGNFXHOCQV-UHFFFAOYSA-N,CCCCNC(=O)OCC#CI,,,,
D00757,3-iodo-2-propynylbutylcarbamate,Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/23047022/,C8H12INO2,281.09,3-iodoprop-2-ynyl N-butylcarbamate,"InChI=1S/C8H12INO2/c1-2-3-6-10-8(11)12-7-4-5-9/h2-3,6-7H2,1H3,(H,10,11)",WYVVKGNFXHOCQV-UHFFFAOYSA-N,CCCCNC(=O)OCC#CI,,,,
D00758,"3-methoxymethyl-7-(4,4,4-trifluorobutoxy)-3,3a,4,5-tetrahydro-1,3-oxazolo(3,4-a)quinolin-1-one",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/21075085/,,,,,,,,,,
D00759,"3-methoxymethyl-7-(4,4,4-trifluorobutoxy)-3,3a,4,5-tetrahydro-1,3-oxazolo(3,4-a)quinolin-1-one",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/7816197/,,,,,,,,,,
D00760,3-methyladenine,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,C6H7N5,149.15,3-methyl-7H-purin-6-imine,"InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)",ZPBYVFQJHWLTFB-UHFFFAOYSA-N,CN1C=NC(=N)C2=C1N=CN2,,,,
D00761,3-methyladenine,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C6H7N5,149.15,3-methyl-7H-purin-6-imine,"InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)",ZPBYVFQJHWLTFB-UHFFFAOYSA-N,CN1C=NC(=N)C2=C1N=CN2,,,,
D00762,3-methyladenine,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C6H7N5,149.15,3-methyl-7H-purin-6-imine,"InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)",ZPBYVFQJHWLTFB-UHFFFAOYSA-N,CN1C=NC(=N)C2=C1N=CN2,,,,
D00763,3-methyladenine,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C6H7N5,149.15,3-methyl-7H-purin-6-imine,"InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)",ZPBYVFQJHWLTFB-UHFFFAOYSA-N,CN1C=NC(=N)C2=C1N=CN2,,,,
D00764,3-methyladenine,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C6H7N5,149.15,3-methyl-7H-purin-6-imine,"InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)",ZPBYVFQJHWLTFB-UHFFFAOYSA-N,CN1C=NC(=N)C2=C1N=CN2,,,,
D00765,3-methyladenine,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C6H7N5,149.15,3-methyl-7H-purin-6-imine,"InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)",ZPBYVFQJHWLTFB-UHFFFAOYSA-N,CN1C=NC(=N)C2=C1N=CN2,,,,
D00766,3-methyladenine,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C6H7N5,149.15,3-methyl-7H-purin-6-imine,"InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)",ZPBYVFQJHWLTFB-UHFFFAOYSA-N,CN1C=NC(=N)C2=C1N=CN2,,,,
D00767,3-methyladenine,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C6H7N5,149.15,3-methyl-7H-purin-6-imine,"InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)",ZPBYVFQJHWLTFB-UHFFFAOYSA-N,CN1C=NC(=N)C2=C1N=CN2,,,,
D00768,3-methyladenine,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C6H7N5,149.15,3-methyl-7H-purin-6-imine,"InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)",ZPBYVFQJHWLTFB-UHFFFAOYSA-N,CN1C=NC(=N)C2=C1N=CN2,,,,
D00769,3-methyladenine,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C6H7N5,149.15,3-methyl-7H-purin-6-imine,"InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)",ZPBYVFQJHWLTFB-UHFFFAOYSA-N,CN1C=NC(=N)C2=C1N=CN2,,,,
D00770,3-methyladenine,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C6H7N5,149.15,3-methyl-7H-purin-6-imine,"InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)",ZPBYVFQJHWLTFB-UHFFFAOYSA-N,CN1C=NC(=N)C2=C1N=CN2,,,,
D00771,3-n-butylphthalide,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,C12H14O2,190.24,3-butyl-3H-2-benzofuran-1-one,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1C2=CC=CC=C2C(=O)O1,,,,
D00772,3-n-butylphthalide,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C12H14O2,190.24,3-butyl-3H-2-benzofuran-1-one,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1C2=CC=CC=C2C(=O)O1,,,,
D00773,3-n-butylphthalide,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C12H14O2,190.24,3-butyl-3H-2-benzofuran-1-one,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1C2=CC=CC=C2C(=O)O1,,,,
D00774,3-n-butylphthalide,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C12H14O2,190.24,3-butyl-3H-2-benzofuran-1-one,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1C2=CC=CC=C2C(=O)O1,,,,
D00775,3-n-butylphthalide,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C12H14O2,190.24,3-butyl-3H-2-benzofuran-1-one,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1C2=CC=CC=C2C(=O)O1,,,,
D00776,3-n-butylphthalide,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C12H14O2,190.24,3-butyl-3H-2-benzofuran-1-one,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1C2=CC=CC=C2C(=O)O1,,,,
D00777,3-n-butylphthalide,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C12H14O2,190.24,3-butyl-3H-2-benzofuran-1-one,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1C2=CC=CC=C2C(=O)O1,,,,
D00778,3-n-butylphthalide,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C12H14O2,190.24,3-butyl-3H-2-benzofuran-1-one,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1C2=CC=CC=C2C(=O)O1,,,,
D00779,3-n-butylphthalide,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C12H14O2,190.24,3-butyl-3H-2-benzofuran-1-one,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1C2=CC=CC=C2C(=O)O1,,,,
D00780,3-n-butylphthalide,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C12H14O2,190.24,3-butyl-3H-2-benzofuran-1-one,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1C2=CC=CC=C2C(=O)O1,,,,
D00781,3-n-butylphthalide,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C12H14O2,190.24,3-butyl-3H-2-benzofuran-1-one,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",HJXMNVQARNZTEE-UHFFFAOYSA-N,CCCCC1C2=CC=CC=C2C(=O)O1,,,,
D00782,3-nitrophenol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,C6H5NO3,139.11,3-nitrophenol,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",RTZZCYNQPHTPPL-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)[N+](=O)[O-],,,,
D00783,3-nitrophenol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C6H5NO3,139.11,3-nitrophenol,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",RTZZCYNQPHTPPL-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)[N+](=O)[O-],,,,
D00784,3-nitrophenol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C6H5NO3,139.11,3-nitrophenol,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",RTZZCYNQPHTPPL-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)[N+](=O)[O-],,,,
D00785,3-nitrophenol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C6H5NO3,139.11,3-nitrophenol,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",RTZZCYNQPHTPPL-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)[N+](=O)[O-],,,,
D00786,3-nitrophenol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C6H5NO3,139.11,3-nitrophenol,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",RTZZCYNQPHTPPL-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)[N+](=O)[O-],,,,
D00787,3-nitrophenol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C6H5NO3,139.11,3-nitrophenol,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",RTZZCYNQPHTPPL-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)[N+](=O)[O-],,,,
D00788,3-nitrophenol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C6H5NO3,139.11,3-nitrophenol,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",RTZZCYNQPHTPPL-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)[N+](=O)[O-],,,,
D00789,3-nitrophenol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C6H5NO3,139.11,3-nitrophenol,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",RTZZCYNQPHTPPL-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)[N+](=O)[O-],,,,
D00790,3-nitrophenol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C6H5NO3,139.11,3-nitrophenol,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",RTZZCYNQPHTPPL-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)[N+](=O)[O-],,,,
D00791,3-nitrophenol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C6H5NO3,139.11,3-nitrophenol,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",RTZZCYNQPHTPPL-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)[N+](=O)[O-],,,,
D00792,3-nitrophenol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C6H5NO3,139.11,3-nitrophenol,"InChI=1S/C6H5NO3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H",RTZZCYNQPHTPPL-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)[N+](=O)[O-],,,,
D00793,3-nitropropionic acid,Tau protein,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C3H5NO4,119.08,3-nitropropanoic acid,"InChI=1S/C3H5NO4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)",WBLZUCOIBUDNBV-UHFFFAOYSA-N,C(C[N+](=O)[O-])C(=O)O,,,,
D00794,3-nitropropionic acid,Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/22944069/,C3H5NO4,119.08,3-nitropropanoic acid,"InChI=1S/C3H5NO4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)",WBLZUCOIBUDNBV-UHFFFAOYSA-N,C(C[N+](=O)[O-])C(=O)O,,,,
D00795,3-nitropropionic acid,Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/23047022/,C3H5NO4,119.08,3-nitropropanoic acid,"InChI=1S/C3H5NO4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)",WBLZUCOIBUDNBV-UHFFFAOYSA-N,C(C[N+](=O)[O-])C(=O)O,,,,
